10
20.000000, 30.000000
19.960535, 31.255810
19.842294, 32.506665
19.645745, 33.747626
19.371663, 34.973798
19.021130, 36.180340
18.595530, 37.362491
18.096541, 38.515586
17.526134, 39.635073
16.886559, 40.716536
16.180340, 41.755705
15.410265, 42.748480
14.579373, 43.690942
13.690942, 44.579373
12.748480, 45.410265
11.755705, 46.180340
10.716536, 46.886559
9.635073, 47.526134
8.515586, 48.096541
7.362491, 48.595530
6.180340, 49.021130
4.973798, 49.371663
3.747626, 49.645745
2.506665, 49.842294
1.255810, 49.960535
-0.000000, 50.000000
-1.255810, 49.960535
-2.506665, 49.842294
-3.747626, 49.645745
-4.973798, 49.371663
-6.180340, 49.021130
-7.362491, 48.595530
-8.515586, 48.096541
-9.635073, 47.526134
-10.716536, 46.886559
-11.755705, 46.180340
-12.748480, 45.410265
-13.690942, 44.579373
-14.579373, 43.690942
-15.410265, 42.748480
-16.180340, 41.755705
-16.886559, 40.716536
-17.526134, 39.635073
-18.096541, 38.515586
-18.595530, 37.362491
-19.021130, 36.180340
-19.371663, 34.973798
-19.645745, 33.747626
-19.842294, 32.506665
-19.960535, 31.255810
-20.000000, 30.000000
-19.960535, 28.744190
-19.842294, 27.493335
-19.645745, 26.252374
-19.371663, 25.026202
-19.021130, 23.819660
-18.595530, 22.637509
-18.096541, 21.484414
-17.526134, 20.364927
-16.886559, 19.283464
-16.180340, 18.244295
-15.410265, 17.251520
-14.579373, 16.309058
-13.690942, 15.420627
-12.748480, 14.589735
-11.755705, 13.819660
-10.716536, 13.113441
-9.635073, 12.473866
-8.515586, 11.903459
-7.362491, 11.404470
-6.180340, 10.978870
-4.973798, 10.628337
-3.747626, 10.354255
-2.506665, 10.157706
-1.255810, 10.039465
-0.000000, 10.000000
1.255810, 10.039465
2.506665, 10.157706
3.747626, 10.354255
4.973798, 10.628337
6.180340, 10.978870
7.362491, 11.404470
8.515586, 11.903459
9.635073, 12.473866
10.716536, 13.113441
11.755705, 13.819660
12.748480, 14.589735
13.690942, 15.420627
14.579373, 16.309058
15.410265, 17.251520
16.180340, 18.244295
16.886559, 19.283464
17.526134, 20.364927
18.096541, 21.484414
18.595530, 22.637509
19.021130, 23.819660
19.371663, 25.026202
19.645745, 26.252374
19.842294, 27.493335
19.960535, 28.744190
